index,text
D251,"['iuic', 'chicago', 'brought', 'biblic', 'histori', 'richard', 'daley', 'branch', 'chicago', 'librari', '2', 'timothi', '4', '2', 'preach', 'word', 'instant', 'season', 'season', 'reprov', 'rebuk', 'exhort', 'long', 'suffer', 'doctrin', 'cultur', 'israelit', 'ye', 'kyri', 'israelunitedinchrist', 'http', 'co', 'xi9rloszoz']"
D252,"['american', 'capit', 'america', 'kanyewest', 'fyp', 'ye', 'capit', 'social', 'http', 'co', 'b6tegjbnhn', 'via', 'youtub']"
D253,"['play', 'monica', 'love', 'much', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'india', 'ye', 'radio']"
D254,"['break', 'news', 'elon', 'announc', 'step', 'twitter', 'appoint', 'ye', 'new', 'ceo', 'http', 'co', 'c5pt1azkvv']"
D255,"['american', 'capit', 'america', 'kanyewest', 'fyp', 'ye', 'capit', 'social', 'http', 'co', 't3gv5emiwc', 'via', 'youtub']"
D256,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', 'qbeuxwiom8', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', 'iog8klewza']"
D257,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', 'qbeuxwiom8', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', '1s3bafmkdb']"
D258,"['upset', 'meet', 'ye', 'yet', 'sat', 'amp', 'ye', 'met', 'ye', 'kanyewest', 'illest', 'realist', 'poet']"
D259,"['ye', 'bring', 'one', 'allow', 'talk', 'dead1stamend', 'http', 'co', 'sxnvqhv5to']"
D260,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', '6iw01xabko', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', 'mtjuphb1xt']"
D261,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', '6iw01xscbw', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', 'miz7zyadmq']"
D262,"['elonmusk', 'billym2k', 'bring', 'back', 'ye', 'weirdo']"
D263,"['pgoat', 'believ', 'kanyewest', 'ye', 'finish', 'profession', 'destroy', 'lot', 'built', 'disappoint', 'succumb', 'ego', 'take', 'level', 'head', 'action', 'think', 'split', 'kimkardashian', 'distort', 'think', 'also', 'adida']"
D264,"['legendaryenergi', 'apolog', 'actual', 'snake', 'awesom', 'elonmusk', 'one', 'like', 'know', 'u', 'bring', 'back', 'ye', 'time', 'come', 'tou', 'suck']"
D265,"['kany', 'first', 'ad', 'run', 'presid', 'ye', 'ye24', 'http', 'co', 'oaop2kccm']"
D266,"['check', 'see', 'happen', 'w', 'ye', 'traffick', 'situat', 'amp', 'vest', 'peopl', 'around', 'seem', 'care', 'complex', 'situat', 'suffici', 'power', 'uphold', 'right', 'ask', 'good', 'real', 'famili', 'amp', 'friend', 'ensur', 'protect', 'ye']"
D267,"['plea', 'keep', 'ye', 'prayer', 'tonight', 'nightmar', 'becom', 'realiti', 'http', 'co', 'zvb2yt5mqm']"
D268,"['elonmusk', 'oh', 'shit', 'login', 'account', 'vote', 'yes', 'though', 'chao', 'expo', 'notori', 'horrid', 'busi', 'practic', 'use', 'keep', 'poor', 'poor', 'rich', 'rich', 'rich', 'bitch', 'mayb', 'like', 'jesus', 'fall', 'everyon', 'el', 'rise', 'ye']"
D269,"['ecclesiasticus', '4', '26', 'kjv', '26', 'asham', 'confess', 'thi', 'sin', 'forc', 'cours', 'river', 'http', 'co', '048pt2uhxd', 'visit', 'websit', 'http', 'co', 'lujmugvqko', 'christma', 'ye', 'kyri', 'nathanyel7', 'http', 'co', 'myozlondod']"
D270,"['coffeebreak', 'yt', 'musk', 'expo', 'control', 'opposit', 'ban', 'ye']"
D271,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', 'zub6uh7lpf', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', 'uphj3lwe1']"
D272,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', 'zub6uh7lpf', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', 'rzesmukuvo']"
D273,"['play', 'shai', 'ever', 'fall', 'love', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'india', 'ye', 'radiosta']"
D274,"['play', 'michael', 'jackson', 'human', 'natur', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'india', 'ye', 'radiost']"
D275,"['kanyewest', 'aka', 'ye', 'new', 'ceo', 'twitter']"
D276,"['play', 'victoria', 'monet', 'coastin', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'india', 'ye', 'radiost']"
D277,"['musk', 'use', 'twitter', 'u', 'govt', 'immun', 'platform', 'publish', 'say', 'want', 'realiti', 'care', 'freespeech', 'shown', 'action', 'ye', 'alexjon', 'etc', 'con', 'man', 'govt', 'bitch', 'like', 'compani', 'http', 'co', '95jbvrceu0']"
D278,"['play', 'tamia', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'india', 'ye', 'radiost']"
D279,"['balenziaga', 'v', 'ye', 'reaction', 'http', 'co', 'bh3e7qsbq4']"
D280,"['balenziaga', 'v', 'ye', 'reaction', 'http', 'co', 'f0nrhoseq4']"
D281,"['balenziaga', 'v', 'ye', 'reaction', 'http', 'co', 'n9xymhfvrn']"
D282,"['one', 'person', 'hate', 'kany', 'hate', 'person', 'million', 'peopl', 'hate', 'kany', 'hate', 'million', 'peopl', 'world', 'hate', 'kany', 'hate', 'world', 'made', 'graduat', 'kanyewest', 'music', 'poem', 'ye', 'graduat']"
D283,"['balenziaga', 'v', 'ye', 'reaction', 'http', 'co', 'r5nvgv76w2']"
D284,"['balenziaga', 'v', 'ye', 'reaction', 'http', 'co', 'i0ku3xwju5']"
D285,"['balenziaga', 'v', 'ye', 'reaction', 'http', 'co', 'eymzfjz1mp']"
D286,"['warn', 'peopl', 'free', 'speech', 'judg', 'peopl', 'hastili', 'see', 'full', 'bodi', 'work', 'may', 'right', 'ye', 'temehu', 'bakra', 'radar', 'still', 'work', 'fine', 'fba', 'b1', 'panafrican', 'http', 'co', '1vkojut15v']"
D287,"['elonmusk', 'mayb', 'share', 'call', 'hypocrisi', 'free', 'speech', 'lunat', 'serious', 'memori', 'loss', 'worldcupfin', 'freespeech', 'democratsaredestroyingamerica', 'elonmusk', 'ye', 'ye24', 'cancelcultur', 'cancelbalenciaga', 'http', 'co', 'ivab18y5iy']"
D288,"['repkatcammack', 'refus', 'speak', 'cess', 'pool', 'neo', 'nazi', 'antisemit', 'state', 'florida', 'call', 'kanyewest', 'ye', 'independ', 'thinker', 'better', 'http', 'co', 'jufebb53ba', 'http', 'co', '8ptex867ou']"
D289,"['kat', 'cammack', 'refus', 'speak', 'cess', 'pool', 'neo', 'nazi', 'antisemit', 'state', 'florida', 'call', 'kanyewest', 'ye', 'independ', 'thinker', 'better', 'http', 'co', 'za97n1gx7u', 'http', 'co', '4biu2sesdr']"
D290,"['http', 'co', 'ahfyojmd43', 'stream', 'rightnow', 'got', 'iuicarkansa', 'letstalktruth', 'week', 'topic', 'truth', 'gentrif', 'biblebelt', 'realjew', 'black', 'hispan', 'nativeamerican', 'iuic', 'ye', 'kanyewest', 'yeezi', 'http', 'co', 'no645z1dzx']"
D291,"['interest', 'song', 'would', 'look', 'amaz', 'ye', 'http', 'co', 'an8zyh9j6']"
D292,"['michaelr8derz', 'recklesslyaque1', 'kanyewest', 'ye', 'trust']"
D293,"['prophet', 'new', 'orlean', 'travel', 'shreveport', 'past', 'sabbath', 'war', 'brother', 'visit', 'websit', 'http', 'co', 'dyx3qumchg', 'call', 'u', '855', '484', '4842', 'ext', '7015', 'godsarmi', '144k', 'savior', 'kyri', 'ye', 'itsup', 'iuic', 'israelit', 'http', 'co', '2o6b8o3gr']"
D294,"['prophet', 'new', 'orlean', 'travel', 'shreveport', 'past', 'sabbath', 'war', 'brother', 'visit', 'websit', 'http', 'co', 'dyx3qumchg', 'call', 'u', '855', '484', '4842', 'ext', '7015', 'godsarmi', '144k', 'savior', 'kyri', 'ye', 'itsup', 'iuic', 'israelit', 'http', 'co', 'kqo9hr1ddm']"
D295,"['caus', 'ye', 'gon', 'live', 'everyth', 'suck', 'never', 'enough', 'told', 'em', 'ever', 'believ', 'nothin', 'ever', 'read', 'got', 'bibl', 'bed', 'oh', 'yes', 'christian', 'ye24', 'jesusisk', 'ye', 'messi𓃵', 'kanyewest', 'http', 'co', 'tqfdbjdhth']"
D296,"['lorafrimane', 'yall', 'actin', 'like', 'wasnt', 'greatest', 'thing', 'ever', 'ye', 'http', 'co', 'pzxhlwkfyy']"
D297,"['american', 'capit', 'america', 'kanyewest', 'fyp', 'ye', 'capit', 'social', 'http', 'co', 'qmo2oy8wjz', 'via', 'youtub']"
D298,"['alreadi', 'dead', 'preview', 'juic', 'juicewrld', 'juicewrld999', 'juicewrldsnippet', 'juicewrldfanpag', 'juic', 'juicewrldedit', 'lljw', 'lljw', 'lljw', 'lilpeep', 'liluzivert', 'trippieredd', 'liluzi', 'playboicarti', 'macmil', 'lilbibbi', 'gherbo', 'gradea', 'interscoperecord', 'ye', 'goat', 'rap', 'http', 'co', 'anuhascz09']"
D299,"['april', '21st', '2019', 'ye', 'fka', 'kanyewest', 'gather', '50', '000', 'peopl', 'mound', 'grass', 'worship', 'jesus', 'christ', 'amp', 'glori', 'underr', 'tour', 'career', 'liter', '50', '000', 'peopl', 'church', 'easter', 'sunday', 'day', 'parti', 'prais', 'jesus', 'ye24', 'ye', 'http', 'co', 'zrrnhdsdpr']"
